,churn,chat_log
2815,no,"Klient: Dziękuję. Chciałbym uaktualnić plan wiadomości tekstowych do 1,000 na nowy rok. Mój numer telefonu to 6848776903.
Agent telekomunikacyjny: Więc dobrze rozumiesz swój plan?
Klient: Tak, więc myślę, że byłbym w stanie przejść na SMS-y za mniejszą miesięczną cenę.
Agent TelCom: Dziękuję bardzo, Marion. A to będzie o 10,35 USD miesięcznie mniej niż teraz. A teraz moje następne pytanie. Zobaczę, czy mogę ci dać kolejny plan tekstowy 1,000.
Klient: Ty"
2816,yes,"Klient: Szczerze mówiąc, po prostu chcę się go pozbyć, ponieważ byłem tak niezadowolony z usługi. Pobierają od mnie opłaty za usługi, które zostały wykonane za darmo i jest ta fałszywa ""dodatkowa opłata"", która została dodana, że nawet tak naprawdę nie rozumiem, co to jest i wydaje się, że bierze ode mnie pieniądze.
Agent TelCom: Okej, to bardzo częsta skarga, którą widziałem w przeszłości. Czy możesz przeprowadzić mnie przez to, co dzieje się teraz i wtedy, jak mogę ci dzisiaj pomóc?
Klient: W porządku. Mam kilka pytań i próbuję zrozumieć, dlaczego ludzie"
2817,no,"Klient: Tak, mam iPhone'a 4S. Chciałbym uaktualnić do iPhone'a 6 Plus.
TelCom Agent: Ok, więc kiedy chcesz uaktualnić?
Klient: Chciałbym uaktualnić do 6 Plus w połowie roku.
TelCom Agent: Jakie są koszty aktualizacji?
Klient: Nadal mam iPhone'a 4S, prawda?
TelCom Agent: podejmowane są wysiłki, aby uaktualnić Cię do iPhone'a 6+. Proszę poczekać chwilę.
Klient: Pozwól mi się wstrzymać. Powiedziano mi, że iPhone 6 Plus będzie kosztował $"
2818,no,"Klient: Chcę uaktualnić usługę połączeń głosowych i SMS-ów. Jak długo to potrwa?
TelCom Agent: Proszę zaraz. Czy chcesz, abym przekazał Cię przedstawicielowi obsługi klienta TelCom?
Klient: Jasne. Czy możesz mi oszacować, ile czasu zajmie to połączenie i SMS?
Agent TelCom: Przykro mi, Brian, ale muszę już iść. W następnym semestrze będziesz musiał wysłać 100 dolarów w gotówce do TelCom Management.
Klient: Dziękuję bardzo TelCom Management. Jesteście świetną firmą do pracy. Jeśli kiedykolwiek będziesz potrzebować więcej"
2819,yes,Nan
2820,no,"Klient: Chcę uaktualnić mój plan taryfowy do 1,5 GB miesięcznie.
TelCom Agent: Ile to kosztuje?
Klient: $ 30.00 miesięcznie.
Agent TelCom: Więc wypisujesz czek na 30 USD i chciałbyś teraz uaktualnić?
Klient: Tak, oczywiście.
TelCom Agent: Doskonale. Wypełnię pudełko aktualizacji, a otrzymasz fakturę pocztą w ciągu sześciu tygodni-
Klient: Dziękuję bardzo.
TelCom Agent: Przepraszam za opóźnienie w zmianie konta, ale masz moje"
2821,no,Nan
2822,no,Nan
2823,no,"Klient: Mój numer telefonu to 2782897476, więc są dwie rzeczy. Tylko głos i tekst. Szukam również planu transmisji danych, który będzie miesięczny.
TelCom Agent: Świetnie. Ile miesięcznej opłaty chcesz?
Klient: Chciałbym $29.95 miesięcznie.
TelCom Agent: Świetnie. Jakie metody płatności są dostępne?
Klient: gotówka, czek lub karta kredytowa.
TelCom Agent: Świetnie. A jak długi będzie twój nowy plan, miesięczny lub roczny?
Klient: Miesięcznie. Płaciłbym za dwa lata, a potem"
2824,yes,Nan
2825,no,"Klient: Cóż, wiem, że powiedziałeś, że głos jest podstawowym komponentem, do którego chciałbym uaktualnić, ale moim głównym zastosowaniem jest telewizja, a telewizor, który mam, jest bardzo stary i ma filtr o dużej mocy, który jest bardzo głośny, którego jeszcze nie zastąpiłem czystszym tonem. A mój dom ma również dużo hałasu w tle, a jeśli miałbyś uaktualnić mój telewizor, więcej energii zostanie utracone. I słyszałem, że oferujesz aktualizację swojej usługi głosowej, dzięki czemu mogę mieć telewizor z czystszym tonem i chciałbym wiedzieć, czy jest to uaktualnienie, czy jest to jedyny dostępny komponent"
2826,no,"Klient: To świetne pytanie i zastanawiałem się, czy mógłbyś uaktualnić wszystkie trzy opcje dla mojej umowy.
Agent TelCom: Jasne, a potem chętnie powiem ci, co możemy dla ciebie zrobić i kiedy będzie to dla ciebie dostępne, ale nie mam teraz żadnych planów.
Klient: Dlaczego nie dacie mi znać, jakie są opcje aktualizacji?
Agent telekomunikacyjny: Ok, a jaki jest twój nowy numer umowy?
Klient: 67797908.
Agent TelCom: Ok, a czy jesteś tym samym Michaelem, z którym rozmawiałeś ostatnim razem?
Klient"
2827,yes,"Klient: Cóż, ostatnio musiałem zmienić dostawcę usług z Comcast na Bizon i wygląda na to, że zmienili modem kablowy, który miałem, więc teraz to nie działa.
Agent TelCom: Och. Cóż, musisz mieć technika i kupić nowy modem. Potem zobaczymy, co się stanie. Teraz chciałbym zobaczyć, czy mamy dla ciebie jakieś inne opcje.
Klient: Och, cóż, mam tu kilka opcji...
Agent telekomunikacyjny: Okej, mamy kilka różnych planów, które obecnie oferujemy. Jeden kosztuje 29,99 USD miesięcznie przez pierwszy rok, a następnie 39,99 USD"
2828,yes,"Klient: Myślę, że to tylko moja firma kablowa. Co miesiąc wysyłają mi rachunek za usługę internetową, ale nie jest to spójne. Płacę 100 dolarów za pierwszy miesiąc, a następnie 40 dolarów za drugi miesiąc i nie wiem, ile więcej płacę, i nie jest to tylko moja usługa internetowa. To także moja firma kablowa.
Agent TelCom: Przykro mi to słyszeć, James, jestem pewien, że masz dobre doświadczenia z firmą kablową. Teraz zapytam Cię, czy chciałbyś sprawdzić naszą stronę internetową, aby upewnić się, że otrzymujesz najlepszą obsługę?
Klient: Jasne.
TelCom Agent: To"
2829,no,"Klient: Chcę uaktualnić do transmisji danych i głosu.
TelCom Agent: Okej, a czy możesz mi powiedzieć, ile kosztowałoby uaktualnienie?
Klient: Nie wiem, ile by to kosztowało. To zależy od tego, ile masz danych.
Agent TelCom: Dobra, w takim razie uruchomimy kilka liczb.  Ile danych potrzeba, aby uzyskać do 250 GB?
Klient: 250GB
Agent TelCom: W tym celu będziemy musieli uzyskać wycenę od twojego dostawcy usług internetowych.  Więc możesz po prostu spojrzeć na"
2830,no,"Klient: Tak, szukam planu taryfowego i transmisji danych.
Agent TelCom: Okej, mogę dziś podać szczegóły na ten temat. Teraz rozumiesz, że musisz zadzwonić do firmy, aby to zrobić, prawda?
Klient: Tak.
Agent TelCom: Dobrze, więc skontaktuję się z twoim sprzedawcą, jak tylko twoja nowa umowa zostanie podpisana.
Klient: W porządku. Na pewno oddzwonię. Dziękuję.
Agent TelCom: W porządku, Amando, dziękuję. I jesteś na linii TelCom?
Klient: Tak, ja"
2831,no,"Klient: Chcę uaktualnić moją usługę o głos i dane.
Agent TelCom: W porządku, Daniel, jak masz na imię?
Klient: Pójdę pierwszy, Daniel.
Agent TelCom: Daniel, czy mogę zadać ci pytanie?
Daniel: Jasne.
TelCom Agent: Czy chcesz zapłacić swoim numerem lub kartą kredytową?
Daniel: Chciałbym zapłacić moim numerem.
TelCom Agent: Z twoim numerem? Dobrze, przejdziemy dalej i uaktualnimy twoją usługę.
Daniel: W porządku.
Agent TelCom: Daniel, jaki jest numer karty, gdzie karta kredytowa"
2832,no,"Klient: Cóż, pytanie brzmi: nie jestem pewien, jaka jest różnica między głosem a tekstem.
TelCom Agent: Do czego chciałbyś uaktualnić?
Klient: Nie wiem, czy mogę przełączać cokolwiek chcę głos lub tekst, to jest moje uzasadnienie aktualizacji.
Agent TelCom: Och, okej, rozumiem. Dziękuję. Czy mogę zadać ci kilka bardzo szybkich pytań, a następnie porozmawiamy i damy ci znać, co zrobiliśmy z twoją aktualizacją.
Klient: Jasne, jasne.
TelCom Agent: Jak masz na imię?
Klient: James.
TelCom Agent: A co"
2833,no,"Klient: Jeszcze nie jestem pewien. Próbuję wybrać.
TelCom Agent: Świetnie. Jestem pewien, że coś wybierzesz. Teraz już za wszystkim. Teraz chciałbym, abyś skorzystał z bezpłatnej 30-dniowej wersji próbnej TelCo i Office365.
Klient: Tak!
Agent TelCom: Świetnie, jestem pewien, że ci się spodoba. Teraz chciałbym, abyś zrobił zdjęcie swojego konta TelCom, aby potwierdzić, że jesteś właścicielem konta.
Klient: Dzięki!
TelCom Agent: Świetnie, dziękuję za poświęcenie czasu. Teraz chciałbym, abyś podał dane swojej karty kredytowej."
2834,no,"Klient: Chciałbym uaktualnić moją obecną umowę do nowej umowy, która ma szybkie połączenie internetowe i nieograniczoną liczbę głosu lub danych.
TelCom Agent: Dziękujemy za poświęcenie czasu na kontakt telefoniczny z TelCom. Będę z tobą wkrótce.
TelCom Agent: Dziękujemy za kontakt telefoniczny z TelCom. W czym mogę Ci dziś pomóc?
Klient: Jestem zadowolony z usługi, którą otrzymałem od TelCom i chciałbym uaktualnić moją obecną umowę do nowej umowy, która ma szybkie połączenie internetowe i nieograniczony głos lub dane.
TelCom Agent: Świetnie! Zaktualizowaliśmy już nasze usługi dla Twojej obecnej usługi"
2835,no,"Klient: Dobrze, najpierw muszę uaktualnić cały plan serwisowy. Mój obecny plan obejmuje połączenia głosowe, tekstowe, internetowe i dane. Chciałbym uaktualnić wszystkie trzy komponenty w tym samym czasie.
TelCom Agent: W porządku. A jak długo potrwa aktualizacja wszystkich komponentów?
Klient: Okej, mogę to zrobić w około 10 dni dla głosu i tekstu, Internetu i danych.
TelCom Agent: Świetnie! A jaka jest całkowita cena aktualizacji?
Klient: Całkowity koszt to $375.00 plus wysyłka. A co z resztą usługi?
Tel"
2836,no,"Klient: Jestem na mojej 3 kontrakcie. Musiałem tylko ulepszyć zasięg na Hawajach i Alasce. Nie mam zasięgu lokalnego.
TelCom Agent: I dlatego tu dzisiaj jesteś?
Klient: Tak.
TelCom Agent: Dziękujemy za poświęcony czas. Jak zapewne wiesz, Internet nie jest dostępny na Bahamach i Portoryko. Czy masz jakieś inne pytania, które chciałbyś mi zadać?
Klient: Chciałbym porozmawiać z przełożonym.
Agent TelCom: Dobra, zamierzam wydać ci nową wycenę.
Klient: W porządku.
Klient:"
2837,no,"Klient: Chciałbym uaktualnić moje dane do 4G LTE, a moim telefonem byłby Samsung Galaxy S7 lub S7 Edge.
TelCom Agent: A o której godzinie chciałbyś to zrobić?
Klient: Będę tu około 2:30.
TelCom Agent: Od tego mogę zacząć. Jestem Spencer. Czy mogę zapytać, jaki masz model telefonu Samsung?
Klient: Mam Galaxy S7.
Agent TelCom: Okay, Galaxy S7 to super wysokiej klasy telefon, który działa na Galaxy S7 Edge. Galaxy S7 Edge jest w"
2838,no,"Klient: Nie chcę Voice Upgrade, to mój główny powód, ponieważ już zapisałem się na tekst i dane, a dane są bardzo drogie dla moich potrzeb.
Agent TelCom: To świetny powód, Dorothy. A głównym powodem aktualizacji jest dalsze otrzymywanie wiadomości tekstowych po obniżonej cenie?
Klient: Tak, a moim głównym powodem aktualizacji jest dalsze otrzymywanie wiadomości tekstowych po obniżonej cenie.
TelCom Agent: Dziękuję. Teraz zapomniałem o czymś wspomnieć. Lubimy oferować najlepsze stawki naszym klientom, ale nie mamy elastyczności, aby zaoferować najlepsze"
2839,yes,"Klient: Moja usługa i wszystko jest bardzo powolne i nie mogę oglądać żadnych programów bingingowych Netflix.
Agent TelCom: Okej, może pomożemy ci w rejestracji.
Klient: Właściwie nie zapisuję się na nic, ponieważ nie chcę płacić 204 USD miesięcznie za nieograniczoną ilość danych.
Agent TelCom: W porządku. Przykro mi z tego powodu, Jared, i mogę do ciebie oddzwonić. W porządku.
Klient: Oddzwońmy.
TelCom Agent: Okej, nie mogę tego teraz zrobić, ponieważ system jest wyłączony. Przykro mi z tego powodu, Jared.
Klient"
2840,no,Nan
2841,no,Nan
2842,no,Nan
2843,no,"Klient: Chciałbym uaktualnić mój telefon do 6.0 Speedy. Speedy jest bardzo łatwy w użyciu i bardzo szybki. Problem polega na tym, że kiedy używam Speedy, jest po prostu zbyt szybki. Dostaję skurczów rąk. Kiedy nie używam Speedy'ego, dostaję też skurczów dłoni. To trochę denerwujące.
TelCom Agent: Więc Doug chciałbyś uaktualnić do Speedy?
Klient: Oczywiście.
TelCom Agent: A czy możesz mi powiedzieć, kiedy chcesz uaktualnić swoją usługę?
Klient: Postaram się to zrobić przez"
2844,no,"Klient: Patrzę na opcję MIMO. Chciałbym skorzystać z opcji Voice Link.
TelCom Agent: Skąd o tym wiesz?
Klient: Patrzę na MIMO w zakładce Specyfikacje od ponad miesiąca. Czytałem o niektórych specyfikacjach na stronie internetowej Telcom.
TelCom Agent: Ok, więc na co patrzysz?
Klient: Patrzę na wszystkie komponenty, aby sprawdzić, czy mogę uaktualnić do MIMO.
Agent TelCom: Ok, więc dam ci znać za około 20 minut. Ale zanim to zrobimy"
2845,no,Nan
2846,no,"Klient: Głos.
Agent TelCom: Dziękuję Flavia. Czy to wszystko na dziś?
Klient: Tak, to wszystko na dziś. Bardzo dziękuję.
Agent TelCom: [Oddaje mi telefon] Cieszę się, że to słyszę. Teraz możesz rozpocząć uaktualnienie już dziś.
Agent TelCom: Dziękuję Flavia. Kiedy chcesz otrzymać opłatę za upgrade?
Klient: Mogę zapłacić kartą kredytową za upgrade lub gotówką za upgrade.
Agent TelCom: Dziękuję Flavia. Będziemy z Wami wkrótce.
Ona"
2847,no,Nan
2848,no,Nan
2849,no,"Klient: Chcę uaktualnić do danych i tekstu.
Agent TelCom: Dobra, dziękuję Fred. Pozwól, że poznam dla ciebie szczegóły.
Klient: Jako firma chciałbym mieć umowę na 14 miesięcy.
Agent TelCom: 14 miesięcy?
Klient: tak
TelCom Agent: O ile mówimy?
Klient: 280,000.00
Agent TelCom: Dobra, przejdźmy do szczegółów.
Klient: Przepraszamy, to tylko jeden raz, nie ma powtarzającego się zamówienia w Internecie lub przez telefon.
TelCom Agent: Dobrze, przepraszam, czy możesz mi powiedzieć"
2850,no,"Klient: Głos.
Agent TelCom: To świetnie, Emily. Czy na pewno chcesz teraz uaktualnić do głosu z tekstu lub danych?
Klient: Tak. (przerwa dla dramatycznego efektu) Po prostu starałem się uzyskać trochę spokoju.
Agent TelCom: Okej, przykro mi, ale nie jesteśmy w stanie zadowolić cię tą usługą i nie mogę zaoferować żadnych innych opcji.
Klient: Nie rozumiem. Rozmawiamy teraz nad tekstem? A potem przeszedłem od tekstu do głosu.
TelCom Agent: Cóż, jesteś w obszarze o bardzo ograniczonym zasięgu danych. Ponad"
2851,no,"Klient: Cóż, prawdopodobnie pójdę na aktualizację Voice, a potem może aktualizację danych.
Agent TelCom: Jasne, Cecily. Ile to będzie dla Voice?
Klient: Prawdopodobnie zapłaciłbym trochę ponad 20 USD miesięcznie, ale to może się zmienić w zależności od tego, jak długo chcę to zrobić.
Agent TelCom: Przykro mi, Cecily, ale obecnie oferujemy tylko zakontraktowany głos. Jest to tylko umowa 1GB miesięcznie.
Klient: Wiem, wiem. Pytam tylko, czy możesz zaoferować uaktualnienie tego samego dnia?
TelCom Agent"
2852,no,"Klient: Mam istniejącą usługę i chcę przejść na plan dożywotni, a mój obecny plan obejmuje 2 GB w jedną stronę. Zapłaciłem już 40 USD za 2 GB danych i 10 USD za głos i tekst.
Agent TelCom: Doskonały wybór Juan. Dziękuję. Czy mogę zapytać, jak długo pracujesz w TelCom?
Klient: Pracuję w TelCom od sierpnia 2004 roku i jestem z nimi od 2 lat.
TelCom Agent: Doskonale. Czy mogę zapytać, ile obecnie płacisz za swoją usługę?
Klient: Mam ten sam plan co poprzednio, ale wprowadzam pewne zmiany"
2853,no,"Klient: Chciałbym uaktualnić moją sieć bezprzewodową do 4G LTE i chciałbym mieć dostęp zarówno do usług tetheringu, jak i hotspot. Być może w przyszłości możesz dodać kolejną linię lub dwie, ale sensowne byłoby uaktualnienie do 4G LTE już teraz.
Agent TelCom: Dziękuję Jacob za skontaktowanie się z TelCom i chętnie pomogę. Wiem, że jest to nieco uciążliwe uaktualnienie, ale przy wszystkich dostępnych obecnie opcjach pokazuje twoje zaangażowanie w usługę, którą otrzymujesz. Przykro mi słyszeć, że chcesz uaktualnić, ale przykro mi, że muszę to powiedzieć"
2854,no,"Klient: Zastanawiam się nad uaktualnieniem umowy do stacjonarnej i modemowej, aby móc uzyskać dostęp do Internetu przez telefon domowy.
TelCom Agent: Świetnie! Jak długo chciałbyś, aby Twoja nowa usługa była?
Klient: Chciałbym, żeby to było przez dwa lata.
TelCom Agent: Świetnie! Czy jesteś gotów zgodzić się na miesięczną minimalną opłatę za usługę dla tej nowej usługi?
Klient: Tak, chciałbym, aby było to 10,00 USD za pierwszy miesiąc, 15,00 USD za drugi miesiąc i 20,00 USD za każdy następny miesiąc.
TelCom Agent: Świetnie!"
2855,no,"Klient: tekst.
Agent TelCom: Dziękuję za telefon, Bridgette, twój numer telefonu to 9526279905. Jakie są ostatnie 4 cyfry numeru karty kredytowej?
Klient: 123456789
Agent TelCom: Dziękuję za telefon, Bridgette, twój numer telefonu to 9526279905. Jesteś nowym klientem?
Klient: Nie, używam TelCom od ponad roku.
Agent TelCom: Nie spiesz się, czekamy na Twoje zamówienie, aby być gotowym do odbioru. Powinno to być w granicach jednego"
2856,no,Nan
2857,no,"Klient: Obecnie mam konto dialup 2G w TelCom i pakiet danych z witryną Telcom.net. Chcę uaktualnić plan taryfowy na mobilną transmisję danych 3G z funkcją Data Included.
Agent TelCom: Wspaniale. A jakie plany są obecnie dostępne w Twojej okolicy?
Klient: Mamy pakiet roamingowy 3G i pakiet Telcom Premier Play plan tylko 4G Data.
Agent TelCom: Dziękuję za poświęcony dziś czas, Susanne, jeśli masz dodatkowe pytania, nie krępuj się zapytać. Dziękuję."
