churn,chat_log,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
no,"Klient: Voice
Agent TelCom: Świetnie, rzucę na to okiem. Teraz będzie musiał pan podpisać ten formularz, który, przepraszam, mógłby pan podpisać za mnie?
Klient: Tak.
Agent TelCom: Świetnie. Za chwilę oddzwonię, czy chciałby pan to zrobić teraz?
Klient: Tak.
Agent TelCom: OK, połączenie jest zawieszone.
Klient: OK, tak.
Agent TelCom: GONE.
Klient: OK, dzięki.
Klient: I właśnie odebrałem telefon od Agenta TelCom.
Klient: I",PA,90,area_code_408,no,no,0,160.9,97,27.35,136.4,46,11.59,209.0,121,9.4,9.1,4,2.46,2
no,"Klient: To dobre pytanie. Naprawdę muszę zmniejszyć mój plan taryfowy na transmisję danych.
Agent TelCom: Ach tak, rozumiem, dziękuję Nolan. Wielu klientów lubi obniżać plany taryfowe na transmisję danych. Proszę mi powiedzieć, na jaki plan chciałby Pan obniżyć taryfę.
Klient: O tak, nie mogę tego zrobić. Proszę dać mi kilka dni na zastanowienie się, a my wkrótce oddzwonimy.
Agent TelCom: Ach tak, oczywiście, miło mi to słyszeć, Nolan. Cieszę się, że jesteś zadowolony z usług.
Agent TelCom: A tak przy okazji, czy",VA,95,area_code_415,no,no,0,197.0,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,8,4.35,0
no,"Klient: Mam obecnie umowę na usługi głosowe z TelCom, ale chciałbym ją zmienić na umowę na transmisję danych. Chciałbym otrzymać taką samą cenę w oparciu o cenę, która obowiązuje w momencie wygaśnięcia mojej umowy.
Agent TelCom: Dziękuję za poświęcony czas. Co powiesz na to. Skąd wiesz, że oferujemy taką samą bazę kosztową?
Klient: Bo powiedziano mi, że nie ma różnicy.
Agent TelCom: Dobrze, nie jestem pewien, czy jest różnica, ale jeśli może Pan udowodnić, że oferujemy taką samą podstawę naliczania, proszę to zrobić.
Klient: Dobrze, oczywiście. Mam trzy pytania.
1",MA,96,area_code_415,no,no,0,173.9,111,29.56,287.4,105,24.43,204.8,91,9.22,9.1,7,2.46,1
no,"Klient: Wszystkie trzy. Dwa inne rachunki mam już uregulowane, więc chciałbym wypróbować Internet za dodatkowe 9,95 USD miesięcznie.
Agent TelCom: Miło mi to słyszeć, Stacy. Z przyjemnością zaktualizujemy Twoją usługę do naszego najpopularniejszego pakietu. Proszę dać mi znać, gdy będzie Pani gotowa zweryfikować swoje konto.
Klientka: Jasne. Kiedy przyjadę do biura, sprawdzę ceny i zacznę od tego.
Agent TelCom: Dobrze. A teraz, jeśli chodzi o stan konta, przykro mi Stacy, ale musisz do mnie oddzwonić, gdy Twoje konto zostanie zweryfikowane.",CT,50,area_code_408,no,no,0,301.7,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84,1
yes,,OR,138,area_code_415,yes,yes,28,211.2,117,35.9,312.5,98,26.56,178.0,118,8.01,10.7,2,2.89,3
no,"Klient: Jestem bardzo zadowolony z pakietu danych. Mogę pobierać muzykę z taką samą prędkością, z jaką pobieram połączenia głosowe. Chciałbym tylko rozszerzyć mój pakiet na połączenia głosowe.
Agent TelCom: Jeśli jesteś zadowolony z usługi transmisji danych w TelCom, możemy zmienić pakiet danych na głosowy. Zanim jednak to zrobimy, musimy otrzymać od Ciebie potwierdzenie, że chcesz dokonać upgrade'u. Po otrzymaniu potwierdzenia będziemy mogli przeprowadzić aktualizację.
Klient: Ok. Cóż, na pewno to potwierdzę, ponieważ chciałbym mieć lepszą jakość głosu.
Agent TelCom: Ok. Jak to działa?",WY,171,area_code_415,no,no,0,231.2,135,39.3,188.7,74,16.04,206.9,124,9.31,12.3,1,3.32,1
no,"Klient: Jestem raczej zwolennikiem SMS-ów, może to właśnie 3G i HSDPA/4G LTE są mi potrzebne.
Agent TelCom: Dobrze, ale jak zauważyłeś, otrzymywałeś naprawdę dobre usługi w ramach tego planu taryfowego, więc jeśli możemy zapewnić Ci taką prędkość transmisji danych 3G, jaką otrzymywałeś, byłoby wspaniale.
Klient: Dobrze, postaram się o to.
Agent TelCom: Dzięki, Rick. Inną rzeczą, którą możemy zrobić w imieniu naszych klientów, jest wyjaśnienie, jaki jest ich obecny pakiet danych. Wiem, że posiadasz pakiet 3",AL,92,area_code_408,no,yes,38,242.2,96,41.17,159.7,144,13.57,210.0,108,9.45,8.9,1,2.4,1
no,,MO,147,area_code_415,yes,no,0,157.0,79,26.69,103.1,94,8.76,211.8,96,9.53,7.1,6,1.92,0
yes,,DE,109,area_code_415,yes,yes,36,244.2,147,41.51,199.7,65,16.97,144.4,109,6.5,15.4,3,4.16,2
no,,OH,107,area_code_415,no,yes,26,234.0,116,39.78,223.9,103,19.03,246.5,105,11.09,13.8,1,3.73,1
no,"Klient: Cóż, chciałbym przejść na umowę na miesiąc, więc szukam możliwości przejścia na umowę na miesiąc z waszymi usługami.
Agent TelCom: To świetnie! Dziękuję za to. Jakich cen oczekujecie?
Klient: Nie mam pojęcia. Jeszcze mi nie zapłacono.
Agent TelCom: OK. Jeśli poda nam Pan cenę za aktualizację umowy tylko w dniu rozpoczęcia bieżącej umowy, będę mógł podać cenę.
Klient: Mogę to zrobić.
Agent TelCom: OK. Pozwól, że poznam szczegóły. Jesteś w trakcie aktualizacji do",TX,130,area_code_415,no,no,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1
no,,GA,90,area_code_415,no,no,0,68.8,124,11.7,168.1,106,14.29,281.7,96,12.68,9.8,5,2.65,1
no,"Klient: Naprawdę szukam najlepszej oferty w TelCom. Jestem skłonny podpisać nową umowę.
Agent TelCom: Ty też James, co będzie dla Ciebie najkorzystniejsze?
Klient: Chcę uaktualnić ofertę połączeń głosowych i tekstowych.
Agent TelCom: Przed aktualizacją danych należy najpierw skonfigurować konto głosowe i tekstowe. Zalecam zadzwonić do TelCom i umówić się na spotkanie, aby dowiedzieć się, jak można zaktualizować dane.
Agent TelCom: Zakładam więc, że chce Pan zaktualizować telefon w miejscu, w którym się Pan obecnie znajduje?
Klient: Tak, przeprowadziłem wiele badań",VT,43,area_code_408,no,no,0,135.8,125,23.09,163.2,88,13.87,229.8,106,10.34,12.6,3,3.4,0
no,"Klient: Um... czekam na to, czy pieniądze z nowej umowy zostaną przeznaczone na modernizację mojego telefonu.
Agent TelCom: Och, robimy to cały czas. Cały czas ulepszamy klientów.
Klient: Tak, rozumiem.
Agent TelCom: Możemy podwyższyć poziom usług do najwyższego, a następnie poinformować klienta o dokładnej kwocie, jaka została dodana do jego konta. A jeśli chcesz wejść na czyjeś konto Netflix, aby porównać ceny i zobaczyć, ile płacą inni, możesz to zrobić.
Klient: Nie mogę tego znaleźć",WY,104,area_code_415,no,no,0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,2
no,"Klient: Potrzebuję połączeń głosowych, tekstowych lub transmisji danych.
Agent TelCom: Zacznijmy od głosowego aspektu aktualizacji. Jeżeli klient jest zainteresowany uaktualnieniem usług głosowych, musi zarejestrować nowe urządzenie w TelCom. Instrukcje dotyczące rejestracji zostaną wysłane pocztą. Po zarejestrowaniu nowego urządzenia otrzymasz informacje dotyczące aktywacji za pośrednictwem poczty elektronicznej i wiadomości tekstowych na telefon komórkowy, aby móc aktywować nowe urządzenie. Po aktywacji nowego telefonu rachunek zostanie automatycznie dostosowany do nowego głosu.
Klient: Czy musiałeś aktywować mój telefon?
Agent TelCom: Tak, trzeba było aktywować telefon.",CO,89,area_code_415,no,no,0,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05,1
no,"Klient: Chciałbym jak najszybciej przejść na VoIP we wszystkich tych trzech kategoriach, a my oferujemy bezpłatny upgrade w pierwszym roku, jeśli uda nam się wybrać odpowiedni plan.
Agent TelCom: Jaka jest najlepsza cena za usługi VoIP, jaką można obecnie uzyskać?
Klient: VoIP to usługa standardowa, która obejmuje usługi SIP i IP.
Agent TelCom: Co z moimi usługami głosowymi i tekstowymi?
Klient: Mamy wiele wspaniałych planów dla tych usług. Gdybym mógł.
Agent TelCom: Macie wiele planów?
",RI,70,area_code_415,no,no,0,134.7,96,22.9,235.9,90,20.05,260.2,113,11.71,7.6,6,2.05,3
no,"Klient: Nie jestem pewien. Ale na pewno dane, to świetna cena.
Agent TelCom: Dziękuję Tamaro, miło mi to słyszeć. Czy mogę przyjść dzisiaj o godzinie 13.00, aby sprawdzić status zamówienia i z chęcią porozmawiam z Panią.
Klient: Oczywiście, będę o 15:00.
(2) Po rozmowie telefonicznej i dwuminutowej pogawędce agent TelCom powiedział, że będzie musiał anulować pierwotne zamówienie, ale otrzyma ode mnie pełny zwrot pieniędzy. Powiedział",MS,108,area_code_415,no,yes,28,221.3,117,37.62,156.0,102,13.26,159.3,80,7.17,8.7,3,2.35,0
no,"Klient: Dzień dobry, jestem zadowolonym klientem, więc jestem nieco zdezorientowany, dlaczego mnie o to pytasz.
Agent TelCom: Wiem, próbuję tylko dowiedzieć się, jaka jest nasza najnowsza oferta.
Klient: No tak, to trochę mylące. Wspomniałeś, że muszę coś zmienić, ale co to jest?
Agent TelCom: Tak, od czego powinienem zacząć.
Klient: Nie jestem pewien, od czego zacząć. Wiem, że nie powinieneś podawać mi nazw usług, które mam uaktualnić. Czy mógłbyś więc nieco bardziej szczegółowo określić",MT,73,area_code_408,no,yes,26,131.2,98,22.3,106.5,97,9.05,221.7,96,9.98,10.2,6,2.75,2
no,,WI,143,area_code_510,no,no,0,194.3,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2
no,,DC,74,area_code_415,no,no,0,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2
no,"Klient: Zamierzam przejść na usługę transmisji danych.
Agent TelCom: Świetnie. Dziękuję. Do jakiej usługi chce Pan/Pani przejść?
Klient: Szukam usługi Sprint lub Verizon. Szukałem tu i tam i nic nie znalazłem.
Agent TelCom: Świetnie. Dziękuję, Donald. Czy mogę o to zapytać na piśmie? Czy uważasz, że masz dobrą umowę z firmą TelCom i chciałbyś z nią pozostać?
Klient: Czuję, że tak.
Agent TelCom: Czy ma Pan jeszcze kilka minut?
Klient: Jasne.
",MO,101,area_code_415,yes,no,0,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1
no,"Klient: Chciałem się tylko dowiedzieć, czy mogę podwyższyć pakiet głosowy, bo iPhone'a używam dopiero od kilku lat.
Agent TelCom: Ok, mamy do wyboru kilka planów, które można znaleźć w menu obok numeru planu. Można wybrać jeden z następujących planów: 42 USD miesięcznie za plan rodzinny, 65 USD miesięcznie za plan indywidualny lub 74 USD miesięcznie za plan indywidualny i rodzinny. Wszystkie te plany obejmują nielimitowane rozmowy i SMS-y na naszych urządzeniach mobilnych. Oczywiście potrzebny jest istniejący numer konta oraz upoważnienie firmy TelCom do obciążania konta.",AZ,95,area_code_408,no,no,0,238.1,65,40.48,187.2,98,15.91,190.0,115,8.55,11.8,4,3.19,4
no,"Klient: Chciałbym uaktualnić umowę, a moja obecna oferta obejmuje połączenia głosowe i tekstowe.
Agent TelCom: Przykro mi, że nie jest Pan/Pani zadowolony/a z obecnej usługi. Proszę kliknąć na link znajdujący się na moim ekranie, który nosi tytuł: Ankieta zadowolenia klienta TelCom. W tej ankiecie proszę ocenić następujące kwestie w skali od 1 do 5, gdzie 5 oznacza bardzo niezadowalającą jakość: Obsługa klienta Agent TelCom: Czy ma Pan/Pani jakieś inne skargi?
Klient: Nie, wszystko w porządku.
Pracownik TelCom: Czy ma Pan/Pani jakieś pomysły na usprawnienia?
Klient: Mam wiele problemów z obsługą klienta.",RI,75,area_code_415,no,no,0,122.8,89,20.88,211.3,104,17.96,261.4,91,11.76,10.7,2,2.89,2
no,"Klient: Mam plan taryfowy na telefon komórkowy AT&T UMTS na Filipinach i chcę go uaktualnić.
Agent TelCom: Dziękuję za informację. Przykro mi. Nie jestem pewien, co ma Pan na myśli, mówiąc o uaktualnieniu. Jaki jest Pana numer telefonu?
Klient: Tak, jest następujący: TX95701207.
Agent TelCom: Dobrze, więc może Pan uaktualnić telefon, który ma Pan teraz. Ale niestety nie otrzyma Pan darmowej aktualizacji, jeśli nie dokona Pan aktualizacji do najnowocześniejszej wersji. Twój obecny plan taryfowy kosztuje 54,95 USD miesięcznie, więc będziemy musieli ustalić wysokość abonamentu.",OR,88,area_code_408,no,no,0,192.6,96,32.74,184.0,92,15.64,173.6,113,7.81,8.8,6,2.38,2
no,"Klient: Chciałbym przejść na komponent tekstowy i byłbym skłonny płacić dodatkowe 25 USD miesięcznie za usługi VoIP.
Agent TelCom: Świetnie. Jaki jest najlepszy moment na aktualizację?
Klient: Chciałbym uaktualnić umowę w ten weekend. Czy jest Pan w stanie spełnić moje życzenie?
Agent TelCom: Tak, oczywiście, że będę mógł zaktualizować umowę w ten weekend. Czy może mi Pan powiedzieć, kiedy i gdzie odbędzie się aktualizacja?
Klient: Świetnie. Jeśli dokona Pan aktualizacji w czwartek, zaakceptuję ją w piątek lub sobotę.",ME,193,area_code_415,no,yes,31,71.2,58,12.1,124.7,105,10.6,155.5,108,7.0,11.7,3,3.16,0
no,"Klient: Chciałbym uaktualnić moje dane.
Agent TelCom: Rozmawiasz z agentem ds. aktualizacji. Mam na imię Ray, w czym mogę pomóc?
Klient: Jasne, jestem w trakcie uaktualniania telefonu. Wykonałem już twardy reset i przywróciłem domyślne ustawienia fabryczne.
Agent TelCom: Świetnie. Rozpoczynam proces aktualizacji. Jaki element chcesz uaktualnić?
Klient: Chodzi o mój telefon. Jest to HTC Desire 816.
Agent TelCom: Świetnie. Rozpocznę ten proces i zwrócę Ci telefon tak szybko, jak to możliwe.",SD,103,area_code_510,no,no,0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,3
no,"Klient: Chcę mieć pakiet, który da mi więcej danych, więcej funkcji głosowych i więcej tekstu.
Agent TelCom: Dobrze. Co chciałby Pan/Pani znaleźć w swoim pakiecie?
Klient: Chciałbym zobaczyć pakiet danych.
Agent TelCom: Dobrze. A jaki pakiet danych chciałby Pan/Pani mieć w swoim pakiecie?
Klient: Chciałbym mieć pakiet danych, który pozwoli mi na pobieranie muzyki i filmów.
Agent TelCom: Dobrze. A co chciałby Pan mieć w swoim pakiecie muzycznym i filmowym?
Klient: Chciałbym",MO,109,area_code_415,no,no,0,200.1,72,34.02,300.9,120,25.58,236.0,68,10.62,11.9,5,3.21,0
no,"Klient: Potrzebuję połączeń głosowych przez Internet, SMS-ów przez Internet oraz danych GPRS.
Agent TelCom: Ok, oto nasza oferta. Proszę wybrać, którą z nich chce Pan/Pani.
Agent TelCom: Czy jest coś jeszcze, w czym możemy pomóc?
Klient: Nie, usługa jest świetna. Dziękuję, do widzenia.
Klient: Właśnie rozmawiałem z agentką i powiedziała, że będzie w stanie ""załatwić sprawę"" w ciągu dwóch dni roboczych. Ale minęły już dwa dni, a ona nadal tego nie zrobiła. Jestem naprawdę zaniepokojony, ale",FL,185,area_code_408,no,no,0,55.6,97,9.45,288.7,83,24.54,111.2,110,5.0,12.1,3,3.27,2
yes,"Klient: Po pierwsze, w ciągu ostatnich kilku miesięcy otrzymujemy o wiele gorsze usługi. Połączenie jest bardzo wolne, gorsze niż sygnał wybierania i trudno jest rozmawiać z pracownikiem. Przez wiele godzin rozmawiałem z nimi przez telefon. Mamy o wiele lepsze rachunki i są one bardzo niskie w porównaniu z wcześniejszymi. Nie chcę jednak płacić więcej pieniędzy za powolną obsługę.
Agent TelCom: Aha. Dobra wiadomość jest taka, że zawarliśmy umowę z TelComem na zwiększenie prędkości. To powinno bardzo pomóc w przyszłości.
Klient: Tak, ale wydaje mi się, że zamierzają obniżyć prędkość.
Tel",AK,126,area_code_415,no,no,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5
no,"Klient: Przepływność głosu wynosi tylko 1,6-1,8 Mb/s, co by mi Pan polecił?
Agent TelCom: Wygląda na to, że dostępnych jest kilka różnych pakietów, spośród których można wybierać. Jeśli ma Pan/Pani jakieś pytania, proszę dać mi znać, a ja z przyjemnością omówię różnice między poszczególnymi pakietami i pomogę Panu/Pani zdecydować, który z nich jest dla Pana/Pani najlepszy.
Klient: Mam TelCom już od jakiegoś czasu i jestem z niego bardzo zadowolony. To miłe, że jest to prawdziwa firma, a nie tylko firma, która pobiera opłaty za połączenia.
Agent TelCom: Dziękuję za opinię, Nicholas,",MD,204,area_code_510,no,no,0,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,14.1,5,3.81,3
no,,RI,123,area_code_415,no,yes,27,218.7,79,37.18,163.4,78,13.89,173.8,116,7.82,15.0,1,4.05,0
yes,,ME,100,area_code_510,no,no,0,264.5,117,44.97,194.0,111,16.49,262.7,111,11.82,7.5,4,2.03,2
yes,"Klient: Po tygodniu strumieniowego przesyłania gier klient się rozłącza. Zdarzyło mi się to kilka razy, odkąd zacząłem przesyłać strumieniowo.
Agent TelCom: To bardzo częste zjawisko i wygląda na to, że występuje po Twojej stronie. Czy możesz mi powiedzieć, co jeszcze jest nie tak z Twoim klientem czatu?
Klient: Zamraża mi się za każdym razem, gdy jest zbyt zajęty graniem w grę, aby nadążyć za moim czatem.
Agent TelCom: Tak, to może wyjaśniać, dlaczego klient zawiesza się kilka razy. Porozmawiam z działem inżynieryjnym oraz działem obsługi klienta, więc będziemy musieli zbadać tę sprawę.",MD,119,area_code_408,no,no,0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3
yes,"Klient: W zeszłym tygodniu było bardzo źle i nie mogę się dodzwonić do nikogo w TelComie.
Agent TelCom: Aha, rozumiem. Rozumiem, że nie miałeś dobrych doświadczeń?
Klient: Powiedziano mi, że nie kwalifikuję się do zawarcia nowej umowy i że nie można mi zaoferować nowych usług. To jest niezgodne z prawem, a to, co mi pan mówi, jest niezgodne z prawem.
Agent TelCom: Och, Richard. Musisz być pewien, że rozumiesz, co się dzieje i jak to wszystko się odbywa. Jak na razie nie mam pojęcia, o co chodzi. Próbuję Ci tylko pomóc. Otrzymuję wiele telefonów przez cały czas",MN,38,area_code_510,no,no,0,175.7,109,29.87,211.8,97,18.0,137.9,109,6.21,9.2,3,2.48,5
no,"Klient: Usługa transmisji danych.
Agent TelCom: Rozumiem, że ma Pan/Pani miesięczny plan taryfowy na transmisję danych. Będę musiał przeprowadzić kilka testów, aby ustalić, jaki pakiet danych będzie najlepiej odpowiadał Pana/Pani potrzebom. Proszę poinformować mnie, w jakim rejonie Pan/Pani mieszka, a ja postaram się znaleźć pakiet, który będzie odpowiedni dla Pana/Pani. Dziękuję.
Klient: Dobrze, przeprowadzę kilka testów i zobaczę, co uda mi się znaleźć.
Agent TelCom: Niesamowite, będę musiał przeprowadzić jeszcze kilka testów, aby uzyskać najlepszy pakiet dla Pana/Pani.",NE,89,area_code_415,no,yes,29,163.5,80,27.8,274.8,136,23.36,381.9,147,17.19,7.5,5,2.03,2
yes,"Klient: Chciałbym zrezygnować z usługi, ponieważ od prawie trzech lat nie mam żadnych usług, a teraz będę musiał co miesiąc płacić 350 dolarów za nowy telefon.
Agent TelCom: Czy ma pan numer faktury?
Klient: Nie pamiętam tego numeru. Muszę zapytać mojego przełożonego.
Agent TelCom: Dobrze, czy w tej chwili może ze mną rozmawiać przełożony?
Agent TelCom: Dobrze. W czym tkwi problem, Ana?
Klientka: Cóż, jestem bardzo niezadowolona z usług. Chcę po prostu rozwiązać umowę.
Agent TelCom: Ok, więc chcesz również",UT,133,area_code_510,no,no,0,338.4,86,57.53,234.6,97,19.94,264.8,139,11.92,14.8,4,4.0,3
