churn,chat_log
no,"Klient: Nie mam pojęcia.
Agent Telcom: kliknij ten link do naszego oświadczenia wizji 2015, a następnie wróć tutaj i daj mi znać, co o tym myślisz.
Klient: Będę czytać oświadczenie wizji.
Agent Telcom: Wprowadzenie do naszych nowych warunków umowy, a następnie wróć z pisemną umową na nową umowę, proszę.Możesz mieć pewność, że będę aktualizować tę stronę tak wydajnie, jak to możliwe.
Klient: OK, dziękuję.
Agent Telcom: Dziękuję Paul.I chciałbym powtórzyć, że nie ma pośpiechu, że możesz to zrobić tak szybko, jak to możliwe"
no,
no,"Klient: Jestem zainteresowany dodaniem usług głosowych i tekstowych do mojej istniejącej umowy.
Agent Telcom: Świetnie!A jaką długość usługi chciałbyś dodać?
Klient: Tak jak teraz mam standardową 3 -letnią umowę, więc mam nadzieję uzyskać bardziej konkurencyjną cenę.
Agent Telcom: Świetnie.A co chciałbyś zapłacić za nowy pakiet?
Klient: Tak, chciałbym zapłacić około 20 funtów miesięcznie więcej niż ten, który obecnie płacę.
Agent Telcom: Przepraszam, nie to oferujemy.Chciałbym, żebyś spojrzał na naszą nową ofertę."
yes,"Klient: Cóż, kiedy zapisałem się na tę linię w sierpniu 2012 r., Nagle stał się koszmarem w listopadzie 2012 r. Telcom zaczął mi zalewać e -maile i rozmowy telefoniczne, spamując tysiące fałszywych faktur.A najlepsze jest to, że nigdy nie były rozmowami telefonicznymi.Ponieważ byłem już na istniejącej umowie serwisowej z innym dostawcą, otrzymałem papierowy rachunek i powiedziałem, że muszę zapłacić za usługę, w której już byłem.Najgorsze było to, że wysyłali do mnie e -mailem co najmniej dwa razy dziennie, prosząc mnie o zapłacenie rachunku kłopotów, który nigdy nie był w moim imieniu.
Agent Telcom: Tak, to prawda.Więc możesz proszę"
no,"Klient: Wszystkie ……
Agent Telcom: Dobrze, a teraz mogę zadać ci kilka pytań?Czy możesz wymyślić wszystko, co chciałbyś przywołać, kiedy rozmawiamy o Twojej nowej umowie?
Klient: Chciałem upewnić się, że uruchomiłeś moje pochodzenie, zanim wydałeś zamówienie.Jestem z Telcom od ponad roku.
Agent Telcom: O tak, Gary, śmiało.
Agent Telcom: I jesteś klientem Telcom od ponad dwunastu miesięcy?
Klient: Tak, szesnaście miesięcy.
Agent Telcom: Dobrze, że możemy zacząć od podania Ci"
no,"Klient: Próbuję zaktualizować oba.Próbuję uzyskać usługę głosową i tekstową, drugą opcją są dane.
Agent Telcom: To niesamowite.A co chciałbyś zrobić?
Klient: Chcę iść z danymi.
Agent Telcom: To niesamowite.Jak chciałbyś zapłacić ten pakiet aktualizacji?Czy byłoby to za pośrednictwem karty kredytowej lub karty debetowej?
Klient: Chciałbym zapłacić zarówno kartą debetową.
Agent Telcom: Świetna Natalie, cóż, chciałbym wysłać fakturę i kopię rachunku za tę aktualizację.
Klient: To świetnie"
no,
yes,"Klient: Cóż, jestem z Telcom od roku i były naprawdę świetne, dopóki nie dotarłem do Kanady i spieprzyli mnie, mając kiepską obsługę.A teraz chcę wyjść z umowy.
Agent Telcom: Och, przepraszam Michael, obawiam się, że powodem, dla którego chcesz anulować, jest to, że nie podoba ci się cena, którą ci oferujemy.Nie pobieramy więcej grosza za tę samą lub lepszą obsługę.Nigdy nie podnieśliśmy cen.
Klient: Racja, ale kiedy was podpisałem, było to za darmo.
Agent Telcom: Ale zapłaciłeś za to pełną cenę.Naszym celem jest zapisanie się"
no,
no,
no,"Klient: Um, cóż, moim planem jest aktualizacja do planu danych.Naprawdę nie mogę tego zmienić, ponieważ nie używam go dużo.
Agent Telcom: Czy możesz podać mi trochę więcej informacji na ten temat.
Klient: Wiesz, nie mogę nigdzie iść bez planu danych.Mam komputer, którego używam do pracy i mam tablet, którego używam do czytania wiadomości, dowolnej liczby rzeczy.Więc jestem trochę na krawędzi, że muszę przejść do nowego planu.
Agent Telcom: czy jest coś konkretnego, czego szukasz"
no,"Klient: Jestem zadowolony z danych, ale nadal martwię się, że głos jest tak wysoki i jestem gotów przejść do głosu, chyba że mogę uzyskać niższą cenę.
Agent Telcom: Doris, jestem dumnym pracownikiem Telcom.Oto ceny, które chcę pobrać za twoje nowe aktualizację.Muszę wiedzieć, ile będą cię kosztować.
Klient: Zgadnij co!Przepraszam, ale zdecydowałem, że dostanę nowy telefon.
Agent Telcom: Rozumiemy.Jestem tutaj, aby dać ci umowę i muszę poznać"
no,"Klient: Interesuje mnie część tekstu mojego planu.
Agent Telcom: OK, dziękuję za twoją prośbę.Jaki będzie twój nowy plan z nowym poziomem?
Klient: Dodam najpopularniejszą funkcję SMS -ów.
Agent Telcom: Dziękuję Mildred.Dam ci szczegóły planu, kiedy będę miał szansę.Jeśli masz jakieś dalsze pytania, daj mi znać.
Klient: Dziękuję.Jestem bardzo zadowolony z Telcom i nie mogę się doczekać, aby nadążyć za moimi przyjaciółmi.
Klient: Dla każdego, kto przechodzi tę samą walkę, po prostu chcę"
no,"Klient: OK, uaktualnię wtedy dane.
Agent Telcom: Świetnie.Oto, jak byś to zrobił.
1. Podaj nam numer kodu produktu z tyłu istniejącej umowy.
2. Podłącz telefon do komputera i wprowadź kod produktu z tyłu typu umowy.
3. Sprawdź telefon i sprawdź e -mail i sprawdź, czy przybyły jakieś połączenia i/lub e -maile.Upewnij się, że byłeś również połączony z Internetem.
4. Twoje konto Telcom zaktualizuje i umożliwi zmianę umowy.Wszystko, co wtedy musisz zrobić, to wysłać"
yes,"Klient: Uważam, że dzieje się tak, ponieważ xxxxxxxxxx jest B.S.i działał tylko od 9 miesięcy i nie stwierdził żadnego wsparcia na niczego przez 2 lata.
Agent Telcom: Och, nie jesteś pierwszy.Być może jako pierwszy zadzwoniłeś do pierwszych 3 miesięcy, o ile pamiętam.
Klient: I mam nowy iPhone 4S 8.1.2, który kupiłem 25 listopada 2016 roku i nie otrzymuję teraz usług.
Agent Telcom: Och, myślę, że prawdopodobnie masz tam dobry punkt.Tak, widzę to ... właściwie mam przełożonego"
no,"Klient: Chciałbym uaktualnić do usługi telefonicznej lub głosowej Premium H.323.
Agent Telcom: Dziękujemy za opinię Timothy.Rozumiem, że chciałbyś zaktualizować swoją usługę do bezpieczniejszego i zaawansowanego telefonu.
Klient: Nie jestem pewien, czy rozumiem.Nie mam pojęcia, co to jest, ale chcę po prostu ulepszyć moją usługę.
Agent Telcom: Dziękujemy za poświęcenie czasu na wypełnienie formularza.Mam przedstawiciela w Twojej lokalizacji, aby zaspokoić Twoje potrzeby.
Klient: Nie ma problemu.Dziękuję Ci.
Agent Telcom: Dziękuję za transakcję i za bycie"
no,"Klient: SMS
Agent Telcom: OK.Możemy uaktualnić Cię do nieograniczonych danych.
Klient: (zmartwiony) Nadal mam 2 lata na umowie.Nadal płacę za dwa lata służby.
Agent Telcom: bez zmartwień, Thomas.Możemy uaktualnić Cię do nieograniczonych danych.
Klient: (zmartwiony) Nadal mam dwa lata na umowie.Nadal płacę za dwa lata służby.
Agent Telcom: W tej chwili jest to nieograniczony głos i tekst.Będzie oferowany w późniejszym terminie i kosztuje 7,99 USD miesięcznie za głos i tekst lub 47 USD."
no,"Klient: Mój numer telefonu to 8609224623 i chciałbym zaktualizować telefon do asa Samsung Galaxy, który mam.
Agent Telcom: Cóż, nazywam się Kim i mogę ulepszyć twoją istniejącą usługę w cenie 39,95 USD.A co chciałbyś zrobić najpierw?
Klient: Och, dziękuję bardzo.Pracuję dla małej firmy i chciałbym uaktualnić do urządzenia bezprzewodowego Verizon.
Agent Telcom: Świetnie, możemy zacząć od aktualizacji do urządzenia bezprzewodowego Verizon.Do jakiego urządzenia chciałbyś zaktualizować?
Klient: Och, chciałbym Verizon Wireless Galaxy"
no,"Klient: moje dane.
Agent Telcom: Tak, zobaczmy, jakie są dla Ciebie nasze ceny.
Klient: 45,00 $/mc.
Agent Telcom: Dziękuję.Teraz, jeśli zaktualizujesz z 45 USD do 150 USD/mc.Opcja, co się zmieni w Twoim rachunku?
Klient: Zapłacę wszystkie dane, które używam w mojej sieci.Mój obecny plan to 45,00 USD/mc.Nie mam tyle wykorzystania danych i chciałbym uzyskać więcej.
Agent Telcom: OK, to jest plan, który mamy dla Ciebie"
no,
no,"Klient: chciałbym uaktualnić z systemu głosowego do LTE.
Agent Telcom: Świetnie.Czy masz jakieś pytania dotyczące aktualizacji?
Klient: Uh, nie.Dziękuję bardzo James.A kiedy rozmawiasz z moim przełożonym, zapytaj go o sprawdzenie, czy mam jakieś pytania dotyczące aktualizacji systemu głosu, czy masz jakieś pytania dotyczące aktualizacji LTE?
Agent Telcom: Świetnie.Masz świetnego klienta, James.Czy miałbyś coś przeciwko, jeśli pójdziemy dalej i uaktualnimy dla Ciebie dzisiaj?
Klient: Pewnie, że mój przełożony chętnie Ci pomoże, a będę poczekał, aż przełożony zadzwoni"
no,
no,
no,
yes,"Klient: Cóż, ja ... Właśnie powiedziano mi, że aby anulować umowę, muszę zapłacić 45 funtów za połączenie 100Mbit.
Agent Telcom: Och, przepraszam, że to słyszę.Czy mogę ci pomóc?
Klient: Cóż, właśnie powiedziano mi, że aby anulować umowę, muszę zapłacić 45 GBP za połączenie 100Mbit.
Agent Telcom: To twój rachunek za internet.Nie możesz sobie na to pozwolić.
Klient: Nie, nie mogę sobie na to pozwolić.Mój rachunek internetowy jest wysoki, mój rachunek za telefon jest wysoki, wszystko jest wysokie.Czy mogę cię zapytać, czy można ...
Agent Telcom: nie"
no,"Klient: Więc nie jestem pewien, który to jest dokładnie dlatego, że istnieje wiele różnych rodzajów planów.Chciałbym zaktualizować do planu 5000 $, który dałby mi nieograniczony tekst i rozmowę.
Agent Telcom: Świetnie, mamy dla Ciebie świetną ofertę na ten plan.Mamy plan 5000 $ z nieograniczonym tekstem i rozmową.
Klient: Świetnie.Bardzo dziękuję.
Agent Telcom: A jaki jest szacowany czas przed wygaśnięciem umowy?
Klient: Zakładam więc, że umowa nadal będzie z Telcom, czy to prawda?
Teren"
no,"Klient: głos.
Agent Telcom: OK, czy możesz zacząć od otrzymania imienia i nazwiska i numeru telefonu?
Klient: Napoleon- Michel.
Agent Telcom: Dziękuję Michel.Czy możesz zacząć od otrzymania swojego imienia i numeru telefonu?
Klient: Tak.Jestem Napoleon Michel i jestem z Telcom od prawie czterech lat.
Agent Telcom: Miło to słyszeć.Co chciałbyś zaktualizować swoją usługę?
Klient: głos.
Agent Telcom: OK, czy możesz zacząć od otrzymania imienia i nazwiska i numeru telefonu?
Klient: Napoleon- Michel.
Agent Telcom: Dziękuję"
no,
yes,"Klient: Tak więc używam Telco przez ostatnie 3 lata, ale w ciągu ostatnich dwóch miesięcy usługa była okropna.
Agent Telcom: OK, ok, przyjrzę się temu.Zadzwoniłem do mnie starsza kobieta, a ona była bardzo, bardzo zdenerwowana straszną służbą, a ona powiedziała, że musi iść do biura i zapłacić za nowy telefon, a ona była zdenerwowana, że nie mogła dostać nowego telefonu,I bardzo się cieszyła, słysząc wiadomości, które wkładam na antenę, pojawia się nowy telefon.A smutne jest to, że była bardzo, bardzo szczęśliwą klientką przez 10 lat i"
no,"Klient: Chciałbym zaktualizować moje dane z 10 MB do 15 MB.To jest tak proste.
Agent Telcom: Przykro mi to słyszeć, że Michael.Czy mogę zapytać, jaki plan, typ usługi i datę umowy zostały przedłużone?
Jak zawsze, chętnie odpowiem na wszelkie pytania, które ma Michael.Powiedziałem mu, ponieważ jest wielką marką i że najpierw byłem klientem.
Klient: Tak, pójdę z QWest.
Agent Telcom: Niezły wybór Michael.Jaki jest miesięczny koszt i jakie masz opcje?
Klient: Robię 30/5"
no,"Klient: [trzyma telefon] Chciałbym zaktualizować mój plan głosowy do planu VoIP, typ dostawcy to T-Mobile.
Agent Telcom: Przykro mi, że nie podoba ci się jakość usług, które otrzymałeś w Telcom.Czy miałeś problem z systemem biletów internetowych?
Klient: Tak, wystąpił problem z systemem biletów internetowych w momencie, gdy wypełniłem swoją prośbę i zapłaciłem za to.
Agent Telcom: cóż, może powinieneś był jak najszybciej kupić swoją usługę, abyś mógł spróbować rozwiązać"
no,"Klient: Nie mam jeszcze pojęcia.Najpierw chciałbym zobaczyć ceny.
Agent Telcom: Dobra, więc przebiegłam dla ciebie.Jaki produkt chciałbyś, aby ulepszony, a także cena?
Konsumenci: Nie mam jeszcze pojęcia, ale planuję aktualizować do najlepszego planu danych, na jaki mogę sobie pozwolić.Ich cena wynosi 25 USD miesięcznie, ale jest to połowa ceny Verizon.
Agent Telcom: Dla nas bardzo ważne jest, aby uzyskać najlepszą możliwą ofertę.Dam im znać, jeśli pomożesz mi uzyskać lepszą cenę.A"
no,"Klient: Brak.
Agent Telcom: OK.Dziękuję Ci.A teraz na następne pytanie?
Klient: Po prostu podam nazwę i numer wykonawcy, z którym pracowałem, ponieważ jestem pewien, że jesteś świadomy.
Agent Telcom: OK.Dziękuję, Christine.I wkrótce wrócę z tobą w kontakcie.Dziękuję Ci.
Agent Telcom: I możesz zadzwonić do mnie pod numer (555) -555-1111.Dziękuję Ci.
Klient: OK.Dziękujemy za dzisiaj, że dbasz o mój problem i doceniam, że poświęcasz czas na rozmowę"
no,"Klient: Mam dwie możliwości.
Agent Telcom: W porządku.Będę mieć technik pomocy technicznej, które musisz wybrać, a następnie możesz wybrać opcję.
Klient: Uh, mam dwie możliwości.
Agent Telcom: W porządku.Będę mieć technik pomocy technicznej, które musisz wybrać, a następnie możesz wybrać opcję.
Klient: Jeden z nich nazywa się usługa telefoniczna.To tylko numer telefonu, to tylko numer telefonu, za który płacę.
Agent Telcom: W porządku.Będę miał wsparcie"
no,"Klient: ha!Chcę zaktualizować usługę głosową.
Agent Telcom: OK, mam artykuły, które możesz spojrzeć.Nie sądzę, że coś jest nie tak z głosem, który masz dzisiaj.Zamierzam sprawdzić artykuł uaktualnienia, który możesz sprawdzić.
Klient: Artykuł, którego szukam, to „Telcom Voice - jak uaktualnić usługę głosową Telcom”, ten artykuł aktualizacji jest na tej stronie, którą możesz obejrzeć online i możesz go tam znaleźć.
Agent Telcom: Świetnie!A jakie inne aktualizacje chcesz?
Klient: Jestem zainteresowany"
no,"Klient: Tak, jestem z Telcom od około dwóch lat i widziałem kwotę pieniędzy, którą pobierają za różne usługi.Chciałbym więc zaktualizować mój plan do planu danych.
Agent Telcom: Świetnie.Więc do czego chciałbyś zaktualizować swój plan?
Klient: Planuję zaktualizować mój plan danych.
Agent Telcom: Świetnie.A co chciałbyś zrobić dalej?
Klient: Więc wspomnę tylko, że chciałbym przywrócić połączenie telefoniczne i przywrócić SMS -a.
Agent Telcom: Świetnie.Bardzo dobrze.I możesz dać"
no,
no,"Klient: Chciałbym uaktualnić do mobilnego Internetu szerokopasmowego 5.0.
Agent Telcom: Dziękuję za poświęcony czas dzisiaj.Czy możesz spotkać się ze mną w punkcie dostępu jutro około 20:00?
Klient: Jasne :)
Agent Telcom: Czy masz dla mnie jakieś pytania?
Klient: Chciałbym zapytać, czy obecna stawka dla 5.0 jest naprawdę wystarczająca, aby uzasadnić koszty aktualizacji do urządzenia o większej wielkości ...
Agent Telcom: Myślę, że odpowiedziałem na to na to pytanie.Co dalej?
Klient: jest dla mnie wystarczająco dobry mobilny sprzęt szerokopasmowy 5.0"
no,"Klient: głos.
Agent Telcom: Pozwól mi rzucić okiem, czy chciałbyś, żebym oddzwonił, czy to dla Telcom?
Klient: Nie, dotyczy Telcom.Potrzebuję pomocy Telcom, aby zaktualizować moją umowę.
Agent Telcom: Jasne przeznaczenie.Jestem tu, aby ci pomóc.
Agent Telcom: Teraz będę musiał iść do Telcom i zdobyć mój numer Telcom CSC i zadzwonić ponownie.Czy więc jest jakieś korzyści z tego, czy musisz to zrobić przez telefon?
Klient: Muszę tylko zaktualizować umowę do głosu"
no,"Klient: Przepraszam, po prostu pisz.
Agent Telcom: Dobra, wielkie dzięki.Więc masz nowy plan i to wszystko wędruje głos?
Klient: Tak, tak.
Agent Telcom: Uh Huh, miło.Czy twój SQL lub PHP jest zainstalowany?
Klient: Nie, PHP nie jest zainstalowany.
Agent Telcom: przepraszam za niedogodności.Jaka była zainstalowana SQL lub PHP?
Klient: To Mysql.
Agent Telcom: MySQL?
Klient: Nie, Oracle.
Agent Telcom: OK.Ile baz danych zainstalowałeś na tym serwerze?
Klient:"
no,"Klient: Chciałbym teraz uaktualnić łączność z wieloma gigabitami.
Agent Telcom: Dziękujemy za zrozumienie i czy możesz przeprowadzić mnie przez proces, który chcesz dzisiaj zrobić?
Klient: Tak.Chcę uzyskać połączenie z wieloma gigabitami dla zakładu domowego.
Agent Telcom: Cześć Roger.Czy mogę zacząć od otrzymania twojego imienia i numeru telefonu?
Klient: Roger.
Agent Telcom: Dziękuję Roger.I proszę, przeprowadzaj mnie przez proces, który chcesz dzisiaj zrobić?
Klient: OK.Muszę dziś zaktualizować usługę głosową."
no,"Klient: To aktualizacja głosu.
Agent Telcom: Świetnie, dziękuję za informacje.Będę z tobą wkrótce, aby omówić aktualizację.
Wibrator: Przepraszam, chciałbym mieć miejsce przy stole przed tobą, kiedy z tobą rozmawiam.
Klient: Nie mogę pozwolić człowiekowi wejść do mojego prywatnego biura.
Wibrator: Spójrz, jestem dżentelmenem i jestem tutaj w mojej osobistej sprawie.
Klient: OK, nie pozwalam mężczyznom w moim biurze.Byłbym wdzięczny za to, że nie wchodzisz, chyba że towarzyszy ci kobieta"
