churn,chat_log,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
no,"Klient: Chciałbym uaktualnić do aktualizacji głosu.
Agent Telcom: OK, a do jakiego numeru telefonu chcesz użyć do aktualizacji?
Klient: Muszę zaktualizować do tego numeru telefonu T-Mobile, ponieważ jest to numer telefonu Verizon
Agent Telcom: OK i jakiego rodzaju telefonu będziesz używać?
Klient: Używam dziś telefonu Verizon
Agent Telcom: OK, a jaki jest twój obecny poziom usług?
Klient: Mam umowę z Verizon.Niedawno otrzymałem obniżenie usługi do małego telefonu komórkowego, który jest teraz martwy.pracuję nad",OK,46,area_code_415,no,no,0,164.2,116,27.91,196.2,153,16.68,236.1,119,10.62,8.1,1,2.19,1
yes,"Klient: Więc byłem bardzo niezadowolony z tej usługi i chciałbym anulować umowę.Wczoraj wczoraj otrzymałem rachunek za telefon i zauważyłem, że moja linia została wysłana do centrum pomocy klienta.Zastanawiałem się, czy było coś nie tak z moim kontem, a mój telefon został wysłany?
Agent Telcom: Powiedziano Ci, że telefon został wysłany na telefon Telcom, który nie jest już wymieniony na stronie internetowej Telcom.Czy zdajesz sobie sprawę, że na rachunkach telefonicznych jest dużo zamieszania i czy sprawdzisz i upewniasz się, że otrzymałeś telefon?Klient: Nie, nie, sprawdziłem.
Agent Telcom: OK, więc jeśli chcesz",SC,112,area_code_415,no,no,0,266.0,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2
no,"Klient: Cóż, myślę, że chciałbym uaktualnić i patrzę na pakiet danych o 1 GB lub 2 GB.
Agent Telcom: Och, świetnie.Więc absolutnie kierujesz się swoimi potrzebami.To, co zrobiłbym teraz, to przeprowadzić cię przez proces aktualizacji.Zacząłbym więc od zasilania informacji, których potrzebuję do tego połączenia.Ponieważ jesteś nowym klientem, zacznę teraz od twojego rachunku.
Klient: Uh, nie, nie, nie.Od jakiegoś czasu mam Telcom.
Agent Telcom: Cóż, przejdę cię przez",MS,96,area_code_510,no,no,0,98.2,100,16.69,307.2,88,26.11,182.5,120,8.21,7.6,1,2.05,2
no,,NY,142,area_code_415,no,no,0,145.4,93,24.72,209.1,98,17.77,214.0,96,9.63,10.9,1,2.94,1
no,,WV,124,area_code_510,no,no,0,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,10.5,6,2.84,1
no,"Klient: To dość proste, chciałbym zaktualizować usługę głosową do 2G.
Agent Telcom: Świetnie, więc możemy zacząć od przesłania do mnie Twojego profilu.Proszę, zrób to teraz, proszę.
Agent Telcom: Dziękuję bardzo Nicole za dostarczenie nam twoich informacji.Czy chciałbyś zaplanować czas na przeniesienie tego profilu do naszych rekordów?
Klient: Byłbym z tego zadowolony.Dziękuję bardzo Telcom za dzisiaj.To było bardzo pouczające.Dziękuję Ci.
Agent Telcom: Świetnie, tuż przed wyjazdem, czy chciałbyś podpisać poziom na dole",ME,57,area_code_415,no,no,0,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0
yes,,MN,113,area_code_408,no,no,0,198.6,115,33.76,258.0,106,21.93,245.8,104,11.06,10.2,6,2.75,1
yes,"Klient: Zasadniczo mam konto Telcom i od około miesiąca spada.To było niefunkcjonalne, odkąd się zarejestrowałem.Mówi, że jestem klientem Telcom, ale nic na tym działa.
Agent Telcom: Zastanawiałem się, aby przejść na stronę Telcom, a następnie spojrzeć na umowę.Powinieneś być w stanie zobaczyć, czym jest umowa Telcom.Odkąd się zarejestrowałeś, byłeś miły i pomagałeś ludziom, ale coś nie działa dobrze.Czasami muszę z tobą o tym porozmawiać.
Klient: OK, spróbuję z tobą porozmawiać dziś po południu.
Agent Telcom: OK",MN,152,area_code_415,no,no,0,317.8,60,54.03,152.9,100,13.0,123.4,63,5.55,10.4,7,2.81,1
no,"Klient: Chciałbym zaktualizować mój głos do 5 megabitów na sekundę.
Agent Telcom: Więc jaka jest cena pakietu 5 megabajtów?
Klient: Czy to 69 USD?
Agent Telcom: Więc jaka jest cena?
Klient: 69,99 USD.
Agent Telcom: OK.A ile minut otrzymujesz za tę kwotę?
Klient: Chciałbym uzyskać 10 megabajtów na sekundę dla mojego planu głosu.
Agent Telcom: 10 megabajtów na sekundę kosztuje 29,95 USD.
Klient: Czy masz już kogoś, kto będzie dostępny do rozmowy",AR,89,area_code_408,yes,no,0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0
no,"Klient: Chcielibyśmy zaktualizować połączenia głosowe, wiadomości tekstowe i dane za 29,99 USD miesięcznie.
Agent Telcom: Świetnie!Czy chciałbyś mieć je z góry, czy potrzebujesz depozytu?
Klient: Och, dobrze.Wezmę to jako depozyt.
Agent Telcom: Świetnie.Zadzwoń do Ciebie, gdy będziemy gotowi zarejestrować się w naszym nowym planie serwisowym.
Agent Telcom: Witam, więc co chciałbyś zaktualizować?
Klient: Chciałbym zaktualizować do 20 Mb / s, 30 Mb / s i 50 Mb / s za 29 USD",DC,103,area_code_510,no,yes,31,107.7,124,18.31,188.9,104,16.06,196.2,98,8.83,8.9,3,2.4,0
no,"Klient: Jestem w trakcie aktualizacji z tekstu do głosu i chcę wiedzieć, czy mogę przejść do twojego planu cen?
Klient: Cześć.Jestem ciekawy faktycznej ceny twojego nowego planu usług.Jeśli jest to taka sama cena co poprzedni plan, który chcę anulować.
Agent Telcom: Dziękujemy za skontaktowanie się z Telcom.Nazywam się Nannie i wezmę Twój numer zamówienia.Będę z tobą wkrótce, więc sprawdzę teraz twoje konto.
Agent Telcom: Dziękuję za telefon.Przykro mi informować, że nie możesz dziś zaktualizować umowy.
Klient:",OR,142,area_code_510,no,yes,22,224.4,114,38.15,146.0,106,12.41,241.4,98,10.86,8.8,2,2.38,1
no,"Klient: Chciałbym uaktualnić głos.W tej chwili mam SMS -a na telefonie i chciałbym dostać SMS -a na telefonie.
Agent Telcom: Czy jest coś, w czym mogę ci dziś pomóc, jeśli chodzi o aktualizację?
Klient: Nie bardzo.Przeszedłem wiele firm i wszystkie ładują ramię i nogę za obsługę głosową i nigdy nie podają mi usługi, której szukałem.
Agent Telcom: Rozumiem, że Robbie.Będę dla Ciebie dostępny za około 5 minut.
Agent Telcom wychodzi.
Klient: Cześć Marilyn, byłem klientem Telcom",PA,72,area_code_415,no,no,0,180.0,109,30.6,292.7,96,24.88,194.9,114,8.77,10.8,4,2.92,0
no,"Klient: Chciałbym zaktualizować wszystkie trzy.
Agent Telcom: wszystkie trzy?To trochę więcej niż to, co otrzymujesz na podstawie obecnej umowy.Po prostu będziesz musiał wrócić za kilka dni i przejdziemy do drobniejszych punktów Twojego aktualizacji.
Klient: Och, rozumiem.Dobra.Miłego weekendu.
Klient: Czy możesz podać więcej szczegółów?
Agent Telcom: Jasne!W porządku, cóż, będziemy potrzebować trochę więcej informacji na temat tego, do czego chcesz ulepszyć.
Klient: Jak dokładnie co?
Agent Telcom: Tak.Jak",MA,46,area_code_408,no,no,0,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,1
no,,KY,172,area_code_415,no,no,0,172.5,85,29.33,253.1,71,21.51,221.6,113,9.97,5.9,6,1.59,0
no,"Klient: Nie jestem pewien, który teraz chcę.Próbuję to rozgryźć.Wiesz, że otrzymałem powiadomienie, że jestem zobowiązany do aktualizacji następujących usług: głos, tekst lub dane.
Agent Telcom: Cieszę się, że to słyszę.Po prostu wyczyściłbym jedną rzecz.Do czego chcesz zaktualizować?
Klient: Nie wiem.Powiedziano mi, że muszę uaktualnić do głosu i SMS -a, a ty musisz uaktualnić dane.
Agent Telcom: Cieszę się, że to słyszę, dobrze.Teraz Charles, masz tylko jeden numer telefonu, więc będziesz miał do czynienia z Telcom",NM,118,area_code_510,no,no,0,205.2,115,34.88,184.8,137,15.71,176.1,115,7.92,7.0,6,1.89,0
no,"Klient: Chciałbym uaktualnić do stałej usługi szerokopasmowej.
Agent Telcom: Co dokładnie rozumiesz przez ustaloną usługę szerokopasmową?
Klient: Chciałbym uaktualnić do usługi, która daje mi nieograniczone dane na określony okres.
Agent Telcom: Czy mówisz o telefonie komórkowym czy Internecie?
Klient: Dokładnie oba.
Agent Telcom: Dziękuję.A co kosztowało Cię aktualizacja?
Klient: Muszę znać koszty tej aktualizacji, zanim będę mógł zarejestrować się.
Agent Telcom: OK, mogę zacząć przetwarzać żądanie aktualizacji klienta.Zamierzam",NJ,197,area_code_510,no,no,0,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,2,2.86,3
yes,"Klient: Głównym problemem jest to, że niedawno postanowiłem przenieść się na inny obszar, a usługa nie jest tak dobra, jak kiedyś.Usługa była powolna zarówno w przesyłaniu, jak i pobieraniu, a ja miałem kilka przerywanych problemów.
Agent Telcom: Jaka jest przyczyna tych problemów?
Klient: Wygląda na to, że prędkość spada i zauważam ją częściej.
Agent Telcom: Och, rozumiem.Więc chcesz, żebym sprawdził prędkość na moim komputerze czy coś takiego?
Klient: Nie, chcę tylko sprawdzić prędkość w moim telefonie.
Klient: Więc chciałbym, żebyś sprawdził moją prędkość.
Telcom",WA,118,area_code_408,no,no,0,297.2,113,50.52,188.8,114,16.05,188.9,100,8.5,12.4,6,3.35,1
no,,NH,100,area_code_408,no,no,0,218.8,125,37.2,148.3,102,12.61,277.8,97,12.5,9.7,6,2.62,1
no,"Klient: Chciałbym zaktualizować telefon, mam teraz telefon AT&T i chciałbym dostać telefon T-Mobile.
Agent Telcom: Dziękuję.Czy mieszkasz na Florydzie czy w Gruzji?
Klient: Georgia
Agent Telcom: Cieszę się, że to słyszę.Bardzo z twojej strony, że to zaoferujesz.Jak długo poleciłbyś czekać, zanim będę mógł dokonać tej zmiany?
Klient: Sugerowałbym, żebym poczekał kilka dni, a po tym, jak dostanę ten telefon, mogę dokonać tej zmiany, jeśli właśnie tego chciałbyś zrobić.
Agent Telcom: OK.Dziękuję Ci.I",AZ,69,area_code_415,no,yes,31,194.9,63,33.13,191.6,90,16.29,153.0,129,6.89,13.2,2,3.56,2
no,"Klient: głos.
Agent Telcom: voila!Skontaktuję się z twoim nowym agentem Telcom, aby pomóc Ci uaktualnić Twoją usługę.
Klient: Fantastycznie!Więc dostaję dziś nowego agenta Telcom!
Agent Telcom: OK, dobry dzień.A jak długo jesteś w Telcom?
Klient: dwa lata.
Agent Telcom: Doskonały.A ile pudeł byłeś klientem?
Klient: około 50.
Agent Telcom: Doskonały.A jakie jest hasło do Twojego konta?
Klient: Moje hasło to moje hasło!
Agent Telcom: doskonały",DC,108,area_code_408,no,yes,35,215.9,106,36.7,200.6,107,17.05,195.4,107,8.79,15.5,7,4.19,0
no,"Klient: Chciałbym dane.
Agent Telcom: OK, mam nadzieję, że z przyjemnością usłyszysz, że plany danych, które mamy do zaoferowania, zostaną uaktualnione do wyższego planu danych.
Klient: Postępowanie z danymi
Agent Telcom: Teraz, Barbara, nie masz pakietu danych i mamy te dwie opcje:
Klient: Tak, mam wysokie dane o 15 MB.
Agent Telcom: a także druga opcja 5 MBS.Ty z którymkolwiek z nich?
Klient: Mam wysokie dane.
Agent Telcom: ok, cóż, plan my",IN,88,area_code_415,no,no,0,183.5,93,31.2,170.5,80,14.49,193.8,88,8.72,8.3,5,2.24,3
yes,"Klient: Mam kilka problemów z usługą i chciałbym rozwiązać umowę, aby móc mieć lepszą, bardziej konkurencyjną ofertę.
Agent Telcom: OK.A jaki jest jedyny problem z usługą?
Klient: Mam ten sam problem od około miesiąca i jest po prostu, robi się gorzej i gorzej i nie jestem zadowolony.
Agent Telcom: OK.Dlaczego po prostu nie skontaktujesz się z obsługą klienta, a my zajmiemy się tym?
Klient: OK.Dobra.Czy możesz mi pokazać sposób, aby to zrobić?
Agent Telcom: Jasne.Nie mam imienia osoby, która",OH,98,area_code_408,no,no,0,165.0,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,1
no,,IN,122,area_code_408,no,no,0,170.5,94,28.99,173.7,109,14.76,248.6,75,11.19,11.3,2,3.05,1
yes,"Klient: Cóż, chciałem ci tylko powiedzieć, że był niewielki problem z moją linią telefoniczną, więc chciałem uzyskać cytat i sprawdzić, czy jest jakiś sposób, abyś mógł to rozwiązać.I myślę, że może powinniśmy rozwiązać problem tutaj w Home Depot.Czy to jest ok?
Agent Telcom: Tak, cieszę się, że mogę to zrobić Willie.Po prostu problem dotyczy linii telefonicznej.I tak naprawdę nie mogę tego zmienić, więc muszę je w pewnym sensie wysłać do ciebie, ale i tak za 225 USD, co jest świetną ceną.Mogę też uzyskać początkowy cytat z mojego zespołu",MO,179,area_code_510,no,no,0,287.3,123,48.84,288.0,114,24.48,266.0,112,11.97,10.5,4,2.84,0
no,"Dane klienta.
Agent Telcom: OK.Ile chciałbyś zwiększyć szybkość danych?
Klient: 20 GB
Agent Telcom: 20 GB?Upewnię się, że skonfiguruję twoje konto na 10 GB miesięcznie w nowym planie.
Klient: Świetnie.Właśnie dostałem nowy rachunek.
Agent Telcom: Przepraszam Thomas, ale muszę znać numer twojego konta, abym mógł zapłacić ci w całości.
Klient: [Pierścienie telefoniczne]
Agent Telcom: Zgadza się, Thomas.Przepraszam, ale muszę znać twój numer konta.
Klient: [Telefon",NE,149,area_code_415,no,no,0,156.0,56,26.52,56.0,116,4.76,163.3,104,7.35,8.9,8,2.4,0
yes,"Klient: Czy mogę złożyć skargę?
Agent Telcom: Czy mogę przejść do Twojej witryny społecznościowej?
Klient: Jasne, umieść mnie na Facebooku.
Klient nadal komentował na Facebooku jej agent wsparcia, który rozmawiał z nią, a klient nadal był niezadowolony z usługi.Klient nadal komentował Facebooka, jej agent wsparcia rozmawiał z nią, a klient nadal był niezadowolony z usługi.
Klient: Och, chcę anulować umowę, ale nie chcę stracić numeru telefonu Diana.
Agent Telcom: OK, więc wyślę ci kopię umowy, a to jest tekst umowy.
Klient: OK.",GA,117,area_code_415,yes,no,0,287.4,118,48.86,259.6,84,22.07,153.2,86,6.89,10.0,3,2.7,1
no,"Klient: Telcom Agent: OK, więc możesz wyjaśnić aktualizację?
Klient: OK.Chciałbym zaktualizować do 1000 minut głosowych, 1000 wiadomości tekstowych i danych 1 GB.
Agent Telcom: Dzięki, widzę, która opcja wybrałeś.Myślę, że to idealne.Czy jest coś jeszcze, czego potrzebujesz?
Klient: Nie, aktualizacja sieci jest dobra.
Agent Telcom: Wspaniale.Niedługo z tobą skontaktują się z tobą, więc mam nadzieję, że wszystko jest w porządku.
Agent Telcom: Powinienem wkrótce zobaczyć szczegółowe informacje o Twoim koncie.Dzięki jeszcze raz.",RI,56,area_code_415,no,no,0,226.0,112,38.42,248.5,118,21.12,140.5,142,6.32,6.9,11,1.86,1
no,"Klient: Co powiesz na aktualizację linii głosu?
Agent Telcom: Jasne, miło to słyszeć.Czy masz plan udostępnienia nowego numeru telefonu nowym klientom, czy też w najbliższej przyszłości migrujesz do nowych numerów?
Klient: Nie, planuję zachować swój obecny numer telefonu, ale jeśli mam problemy z nowym telefonem, zamierzam anulować umowę.Chciałbym wiedzieć, czy będę musiał poczekać 2 miesiące na zakończenie tego procesu, czy mogę dziś anulować umowę?
Niezależnie od wyboru klienta, agent Telcom powinien zapewnić potwierdzenie, że nie było sporu o rozliczeniu,",NJ,106,area_code_415,no,no,0,191.4,124,32.54,200.7,116,17.06,230.1,76,10.35,8.2,3,2.21,1
no,"Klient: Chciałbym zaktualizować głos i tekst, proszę.
Agent Telcom: Cieszę się, że Ann.A jak mogę ci dzisiaj pomóc?
Klient: Chciałbym zaktualizować mój Internet.
Agent Telcom: Cieszę się, że Ann.A jak mogę ci dzisiaj pomóc?
Klient: Chciałbym zaktualizować mój Internet.
Agent Telcom: Cieszę się, że Ann.A jak mogę ci dzisiaj pomóc?
Klient: Chciałbym zaktualizować mój telefon stacjonarny, proszę.
Agent Telcom: Cieszę się, że Ann.I jak mogę pomóc",NJ,139,area_code_415,no,no,0,63.3,116,10.76,177.3,113,15.07,171.6,82,7.72,14.2,4,3.83,1
yes,"Klient: Nie mogę dostać się na stronę Telcom, ponieważ strona jest bardzo powolna i nie mogę nawet dostać się do systemu czatu.
Agent Telcom: OK.Pomoże ci kogoś z Telcom.
Klient: Dziękuję.
Więc moja technologia kazała mi iść do banku i poprosić o kredyt o wartości 20 USD na anulowanie, a ja odzyskałem list.Potem stałem się podejrzliwy i oddzwoniłem.
Klient: Witam, to jest Maribeth.Kim jesteś?
Agent Telcom: Kiedy teraz z tobą rozmawiam, jestem Rick.Nazywam się Rick i jestem twoim agentem Telcom.
Klient:",MO,112,area_code_415,no,no,0,335.5,77,57.04,212.5,109,18.06,265.0,132,11.93,12.7,8,3.43,2
no,"Klient: Korzystam z usługi głosowej i tekstowej Telcom i chciałbym uaktualnić do usługi szerokopasmowej światłowodowej.
Agent Telcom: Gdzie chciałbyś iść na aktualizację?
Klient: Outpost 1, główny biuro.
Agent Telcom: Nie ma aktualizacji placówki 1. Przykro mi, usługa aktualizacji w Outpost 1 dotyczy tylko szerokopasmowego Internetu.
Klient: Jeśli nie uaktualnię łącznika szerokopasmowego światłowodowego, to nie dostanę szerokopasmowegobłąda, nic w ogóle.
Agent Telcom: Cóż, zawsze możesz zmienić zdanie i żądać",TX,92,area_code_408,no,no,0,91.7,90,15.59,193.7,123,16.46,175.0,86,7.88,9.2,4,2.48,2
no,"Klient: Szukam 20,00 USD miesięcznie na plan głosowy, a także dane szerokopasmowe.
Agent Telcom: Dziękuję bardzo William.Teraz przykro mi, że Telcom nie jest w stanie zapewnić tej aktualizacji.A jeśli chcesz omówić alternatywne opcje, możesz po prostu wypełnić ten formularz, a my wkrótce będziemy w kontakcie.
Klient: W porządku.Dziękuję.Dziękuję do widzenia.
Jeśli agent jest całkowicie nieskuteczny, oddzwonisz i poproś o innego agenta Telcom o imieniu Thomas.
Thomas - Telcom Agent: Hello Again William.Jak mogę Ci dzisiaj pomóc?",HI,166,area_code_408,no,no,0,181.4,108,30.84,253.8,54,21.57,112.3,94,5.05,11.6,6,3.13,1
no,,VT,38,area_code_415,no,no,0,137.8,86,23.43,286.3,76,24.34,167.0,77,7.52,14.1,3,3.81,2
no,"Klient: Chciałbym zaktualizować usługę głosową tylko do Internetu, dziękuję So.Będę w twoim biurze za około 35 minut.
Agent Telcom: A jak długo chciałbyś, aby Twoja nowa usługa rozpoczęła się?
Klient: Chciałbym, żeby natychmiast zaczęło się.Dziękuję bardzo.
Agent Telcom: A jaka jest Twoja obecna usługa?
Klient: Moja obecna usługa to tylko Internet.
Agent Telcom: Co chciałbyś teraz zrobić?
Klient: Chciałbym, abyś wznawiał obecny podpis usługi.
Agent Telcom: Dziękuję bardzo, dziękuję bardzo.",DC,108,area_code_510,no,no,0,138.6,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,1
no,"Klient: Rozmawiałem z Telcom od ostatniego roku i byłem w porządku z ich usługami, ale chciałbym uaktualnić do planu danych.
Agent Telcom: A jaka jest Twoja obecna usługa i ile obecnie za nią płacisz?
Klient: Moja obecna usługa jest naprawdę dobra, a mój plan danych wynosi 65 USD miesięcznie.
Agent Telcom: Wow!To świetna cena za plan danych.Powinieneś być w stanie natychmiast uaktualnić na wyższy poziom.Na przykład możesz mieć 5 GB danych za 40 USD miesięcznie lub w lepszym miejscu możesz mieć 10 GB",DE,129,area_code_408,no,no,0,161.3,122,27.42,220.6,95,18.75,224.7,104,10.11,9.6,3,2.59,1
no,"Klient: Cóż, naprawdę potrzebuję aktualizacji głosu.Chcę więc zaktualizować mój telefon komórkowy, którym jest Vodafone, w tym mój plan danych.
Agent Telcom: Dobra, dzięki Jason, aktualizacja jest bezpłatna.
Klient: Czy muszę wcześniej wprowadzić umowę?
Agent Telcom: Cóż, dostawca wysłał nowy międzynarodowy numer konta, a umowa powinna być już w drodze.
Klient: OK, przepraszam, wziął mnie trochę.
Agent Telcom: Cóż, wszystko jest w porządku.I czy potrzebujesz pomocy w procesie aktualizacji?
Klient: Nie, jestem dobry",AL,115,area_code_510,no,yes,14,192.3,86,32.69,88.7,90,7.54,229.4,120,10.32,10.5,3,2.84,2
no,"Klient: Szukam nowego telefonu, który obsługuje VoIP.
Agent Telcom: Przepraszam, ale telefon, który masz, nie jest wyposażony w niezbędny sprzęt do obsługi VoIP przez Internet.
Klient: Ale mam iPhone'a 4!
Agent Telcom: Niestety, które masz urządzenie, nie spełnia naszych wymagań.IPhone 4 nie ma VoIP, nadal możesz dzwonić przez Internet, ale nie obsługuje połączeń wideo ani żadnych połączeń wideo w czasie rzeczywistym.
Klient: Och, ok.Po prostu dodam VZ Navigator do mojego planu telefonicznego, a potem będę gotowy.",GA,120,area_code_408,no,no,0,98.2,99,16.69,186.7,85,15.87,146.7,96,6.6,9.3,4,2.51,2
no,,NY,76,area_code_415,no,no,0,201.5,127,34.26,155.2,91,13.19,249.6,103,11.23,8.6,1,2.32,2
